Location,Date,Min Delay,stop_lat,stop_lon,stop_id,predictions
BATHURST STATION,2023-12-05,10.333333333333334,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-07,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-08,8.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-09,7.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-13,8.8,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-14,11.75,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-15,7.75,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-16,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-17,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-18,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-19,0.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-20,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-21,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-22,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-23,8.5,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-27,10.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-28,0.0,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-30,9.5,43.666061,-79.411065,30,10.527669
BATHURST STATION,2023-12-31,10.0,43.666061,-79.411065,30,10.527669
BINGHAM LOOP,2023-11-05,8.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-11-12,15.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-11-17,30.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-12-04,30.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-12-07,10.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-12-11,5.0,43.68146,-79.285,31,7.544815
BINGHAM LOOP,2023-12-15,7.0,43.68146,-79.285,31,7.544815
BROADVIEW STATION,2023-10-21,15.0,43.67715,-79.357849,32,12.732496
BROADVIEW STATION,2023-12-15,0.0,43.67715,-79.357849,32,12.732496
BROADVIEW STATION,2023-12-20,21.0,43.67715,-79.357849,32,12.732496
CASTLE FRANK STATION,2023-10-05,11.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-06,15.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-11,11.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-12,20.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-19,20.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-20,5.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-21,15.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-26,10.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-10-30,9.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-06,12.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-08,10.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-10,9.25,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-15,10.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-18,17.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-20,15.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-22,25.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-11-26,20.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-04,24.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-08,13.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-09,15.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-11,9.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-13,10.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-15,11.666666666666666,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-19,15.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-23,7.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-24,22.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-26,15.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-27,9.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-28,10.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-29,11.0,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-30,7.5,43.673452,-79.369136,33,10.745658
CASTLE FRANK STATION,2023-12-31,10.0,43.673452,-79.369136,33,10.745658
CHRISTIE STATION,2023-10-08,30.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-10-12,10.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-10-24,36.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-11-02,15.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-11-03,15.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-11-15,15.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-11-23,15.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-12-13,15.0,43.664124,-79.418567,35,4.31003
CHRISTIE STATION,2023-12-27,13.0,43.664124,-79.418567,35,4.31003
COXWELL STATION,2023-10-03,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-04,11.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-05,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-06,11.333333333333334,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-07,11.5,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-08,12.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-09,0.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-12,15.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-13,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-16,20.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-17,12.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-26,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-28,12.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-10-31,0.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-02,12.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-05,15.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-08,11.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-09,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-13,20.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-18,12.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-19,250.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-20,8.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-21,15.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-23,8.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-24,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-28,4.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-11-30,11.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-03,12.5,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-08,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-13,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-14,15.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-16,20.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-21,14.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-22,10.0,43.684079,-79.322919,36,7.9475975
COXWELL STATION,2023-12-23,10.0,43.684079,-79.322919,36,7.9475975
DAVISVILLE STATION,2023-10-03,13.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-04,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-08,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-09,23.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-10,28.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-13,18.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-14,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-15,28.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-20,13.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-21,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-23,15.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-27,22.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-30,9.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-10-31,12.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-01,18.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-02,10.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-07,21.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-09,17.666666666666668,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-10,26.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-14,23.5,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-18,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-19,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-21,26.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-22,30.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-11-23,26.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-12-06,25.666666666666668,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-12-07,18.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-12-13,13.0,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-12-14,20.5,43.697614,-79.396911,37,7.089183
DAVISVILLE STATION,2023-12-25,24.0,43.697614,-79.396911,37,7.089183
DAWES RD AT PARK VISTA,2023-10-03,11.0,43.697875,-79.296925,38,4.378107
DON MILLS STATION,2023-10-03,13.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-04,13.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-05,3.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-06,7.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-09,0.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-10,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-12,17.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-13,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-15,26.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-16,6.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-17,8.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-18,16.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-19,10.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-20,13.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-21,5.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-22,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-23,16.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-25,30.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-26,22.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-27,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-28,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-29,16.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-30,20.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-10-31,9.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-01,15.333333333333334,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-02,9.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-03,0.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-04,12.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-06,24.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-08,6.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-09,7.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-10,13.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-11,30.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-12,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-14,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-15,13.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-16,18.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-17,27.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-21,15.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-23,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-24,24.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-26,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-11-28,4.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-01,7.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-04,30.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-05,12.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-06,10.333333333333334,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-09,86.83333333333333,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-10,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-12,11.25,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-13,9.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-14,14.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-18,14.75,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-19,20.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-20,8.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-21,9.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-22,0.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-23,10.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-26,18.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-27,19.5,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-28,15.0,43.776123,-79.346242,40,9.131249
DON MILLS STATION,2023-12-30,13.333333333333334,43.776123,-79.346242,40,9.131249
DONLANDS STATION,2023-10-19,15.5,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-04,29.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-06,13.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-15,15.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-17,14.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-22,22.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-26,30.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-11-29,16.0,43.680846,-79.33779,41,5.6386576
DONLANDS STATION,2023-12-30,26.0,43.680846,-79.33779,41,5.6386576
DUFFERIN GATE LOOP,2023-10-02,10.0,43.634401,-79.425872,42,8.817766
DUNDAS WEST STATION,2023-10-04,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-05,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-08,21.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-10,30.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-12,123.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-17,9.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-19,21.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-20,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-21,19.5,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-26,38.75,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-27,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-10-31,16.666666666666668,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-02,8.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-07,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-08,12.5,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-11,0.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-12,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-14,16.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-15,120.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-18,21.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-19,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-21,13.5,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-22,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-23,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-26,296.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-11-28,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-01,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-04,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-05,20.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-08,15.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-09,10.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-10,0.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-11,17.5,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-13,19.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-14,4.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-15,32.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-20,8.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-24,10.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-25,24.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-29,6.0,43.656862,-79.453415,44,12.522832
DUNDAS WEST STATION,2023-12-31,17.5,43.656862,-79.453415,44,12.522832
EGLINTON STATION,2023-10-01,11.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-02,13.75,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-03,15.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-04,16.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-05,13.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-06,17.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-08,16.666666666666668,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-09,9.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-10,19.333333333333332,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-12,16.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-13,23.2,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-14,11.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-15,10.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-16,14.75,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-17,16.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-18,12.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-19,23.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-21,18.333333333333332,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-22,16.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-23,20.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-24,8.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-25,18.333333333333332,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-26,25.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-27,11.75,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-28,16.4,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-29,20.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-30,15.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-10-31,13.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-01,11.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-02,15.666666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-03,15.25,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-04,15.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-05,12.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-07,15.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-08,9.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-09,23.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-10,16.2,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-11,11.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-12,17.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-13,6.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-15,10.333333333333334,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-16,22.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-17,10.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-18,10.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-20,14.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-21,15.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-22,14.444444444444445,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-23,14.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-24,11.166666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-25,17.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-27,18.75,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-28,10.25,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-29,18.75,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-11-30,16.666666666666668,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-01,10.666666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-03,12.666666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-04,19.2,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-05,14.666666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-06,14.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-07,11.666666666666666,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-08,9.333333333333334,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-09,18.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-11,6.333333333333333,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-12,16.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-13,24.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-14,17.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-15,13.272727272727273,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-16,32.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-17,20.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-18,14.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-20,10.833333333333334,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-21,16.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-22,5.2,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-23,12.333333333333334,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-24,18.333333333333332,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-25,8.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-26,20.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-27,7.5,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-29,18.666666666666668,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-30,9.0,43.704314,-79.398308,45,15.935467
EGLINTON STATION,2023-12-31,14.5,43.704314,-79.398308,45,15.935467
ELLESMERE STATION,2023-10-30,7.0,43.766958,-79.277486,46,5.609931
EXHIBITION LOOP,2023-10-01,33.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-05,10.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-11,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-12,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-13,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-14,9.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-18,9.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-19,9.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-20,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-23,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-25,9.5,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-26,9.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-27,8.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-10-28,30.0,43.636331,-79.415373,47,7.170415
EXHIBITION LOOP,2023-11-05,10.0,43.636331,-79.415373,47,7.170415
